"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","itemA","itemB","categoryA","categoryB","slider_start","correct","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.0.0","17","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.0.0","6498","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","consent","6229","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 8 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 8 minutes, your payment will amount to $2.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","",""
"","","","","","instructions","2","2.0.0","18361","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","","11602","","","[{""page_index"":0,""viewing_time"":11602}]","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.0.0","29793","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_1","11166","<p style=""font-size: 32px;"">Consider these two events: <strong>kicking something</strong>
                   <span style=""font-size: 32px"">and <strong>sitting down</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>kicking something</strong> and <strong>sitting down</strong>?</span></p>","2","","kick something","sit down","act","act","50","","","","","",""
"","","","","","html-slider-response","4","2.0.0","39857","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_2","9803","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling pain</strong>
                   <span style=""font-size: 32px"">and <strong>hearing something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling pain</strong> and <strong>hearing something</strong>?</span></p>","26","","feel pain","hear something","bio","cog","50","","","","","",""
"","","","","","html-slider-response","5","2.0.0","49585","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_3","9464","<p style=""font-size: 32px;"">Consider these two events: <strong>jumping up and down</strong>
                   <span style=""font-size: 32px"">and <strong>sitting down</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>jumping up and down</strong> and <strong>sitting down</strong>?</span></p>","25","","jump up and down","sit down","act","act","50","","","","","",""
"","","","","","html-slider-response","6","2.0.0","57497","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_4","7647","<p style=""font-size: 32px;"">Consider these two events: <strong>kicking something</strong>
                   <span style=""font-size: 32px"">and <strong>feeling scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>kicking something</strong> and <strong>feeling scared</strong>?</span></p>","41","","kick something","feel scared","act","bio","50","","","","","",""
"","","","","","html-slider-response","7","2.0.0","67008","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_5","9250","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling sick</strong>
                   <span style=""font-size: 32px"">and <strong>remembering something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling sick</strong> and <strong>remembering something</strong>?</span></p>","22","","feel sick","remember something","bio","cog","50","","","","","",""
"","","","","","html-slider-response","8","2.0.0","74145","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_6","6877","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling pain</strong>
                   <span style=""font-size: 32px"">and <strong>feeling scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling pain</strong> and <strong>feeling scared</strong>?</span></p>","76","","feel pain","feel scared","bio","bio","50","","","","","",""
"","","","","","html-slider-response","9","2.0.0","84601","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_7","10199","<p style=""font-size: 32px;"">Consider these two events: <strong>thinking about something</strong>
                   <span style=""font-size: 32px"">and <strong>feeling tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>thinking about something</strong> and <strong>feeling tired</strong>?</span></p>","44","","think about something","feel tired","cog","bio","50","","","","","",""
"","","","","","html-slider-response","10","2.0.0","93785","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_8","8923","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling hungry</strong>
                   <span style=""font-size: 32px"">and <strong>reaching for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling hungry</strong> and <strong>reaching for something</strong>?</span></p>","0","","feel hungry","reach for something","bio","act","50","","","","","",""
"","","","","","html-slider-response","11","2.0.0","101777","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_9","7738","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling scared</strong>
                   <span style=""font-size: 32px"">and <strong>feeling pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling scared</strong> and <strong>feeling pain</strong>?</span></p>","74","","feel scared","feel pain","bio","bio","50","","","","","",""
"","","","","","html-slider-response","12","2.0.0","112785","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_10","10751","<p style=""font-size: 32px;"">Consider these two events: <strong>seeing something</strong>
                   <span style=""font-size: 32px"">and <strong>feeling scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>seeing something</strong> and <strong>feeling scared</strong>?</span></p>","43","","see something","feel scared","cog","bio","50","","","","","",""
"","","","","","html-slider-response","13","2.0.0","121329","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_11","8289","<p style=""font-size: 32px;"">Consider these two events: <strong>hearing something</strong>
                   <span style=""font-size: 32px"">and <strong>jumping up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>hearing something</strong> and <strong>jumping up and down</strong>?</span></p>","38","","hear something","jump up and down","cog","act","50","","","","","",""
"","","","","","html-slider-response","14","2.0.0","130505","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_12","8921","<p style=""font-size: 32px;"">Consider these two events: <strong>seeing something</strong>
                   <span style=""font-size: 32px"">and <strong>feeling tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>seeing something</strong> and <strong>feeling tired</strong>?</span></p>","24","","see something","feel tired","cog","bio","50","","","","","",""
"","","","","","html-slider-response","15","2.0.0","139961","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_13","9194","<p style=""font-size: 32px;"">Consider these two events: <strong>thinking about something</strong>
                   <span style=""font-size: 32px"">and <strong>reaching for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>thinking about something</strong> and <strong>reaching for something</strong>?</span></p>","14","","think about something","reach for something","cog","act","50","","","","","",""
"","","","","","html-slider-response","16","2.0.0","158545","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_14","18326","<p style=""font-size: 32px;"">Consider these two events: <strong>taking a walk</strong>
                   <span style=""font-size: 32px"">and <strong>reaching for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>taking a walk</strong> and <strong>reaching for something</strong>?</span></p>","12","","take a walk","reach for something","act","act","50","","","","","",""
"","","","","","html-slider-response","17","2.0.0","166560","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_15","7764","<p style=""font-size: 32px;"">Consider these two events: <strong>choosing what to do</strong>
                   <span style=""font-size: 32px"">and <strong>feeling sick</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>choosing what to do</strong> and <strong>feeling sick</strong>?</span></p>","20","","choose what to do","feel sick","cog","bio","50","","","","","",""
"","","","","","html-slider-response","18","2.0.0","173240","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","attention_check_1","6422","<p style=""font-size: 32px;"">This is a&nbsp;&nbsp;<strong>check.</strong>&nbsp;&nbsp;Please move the slider all the way to the&nbsp;&nbsp;<strong>left</strong></p>","0","","","","","","50","true","","","","",""
"","","","","","html-slider-response","19","2.0.0","181265","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_16","7767","<p style=""font-size: 32px;"">Consider these two events: <strong>reaching for something</strong>
                   <span style=""font-size: 32px"">and <strong>feeling hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>reaching for something</strong> and <strong>feeling hungry</strong>?</span></p>","23","","reach for something","feel hungry","act","bio","50","","","","","",""
"","","","","","html-slider-response","20","2.0.0","186745","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_17","5194","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling pain</strong>
                   <span style=""font-size: 32px"">and <strong>kicking something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling pain</strong> and <strong>kicking something</strong>?</span></p>","60","","feel pain","kick something","bio","act","50","","","","","",""
"","","","","","html-slider-response","21","2.0.0","192201","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_18","5196","<p style=""font-size: 32px;"">Consider these two events: <strong>sitting down</strong>
                   <span style=""font-size: 32px"">and <strong>feeling tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>sitting down</strong> and <strong>feeling tired</strong>?</span></p>","68","","sit down","feel tired","act","bio","50","","","","","",""
"","","","","","html-slider-response","22","2.0.0","197337","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_19","4874","<p style=""font-size: 32px;"">Consider these two events: <strong>sitting down</strong>
                   <span style=""font-size: 32px"">and <strong>jumping up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>sitting down</strong> and <strong>jumping up and down</strong>?</span></p>","37","","sit down","jump up and down","act","act","50","","","","","",""
"","","","","","html-slider-response","23","2.0.0","204337","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_20","6737","<p style=""font-size: 32px;"">Consider these two events: <strong>seeing something</strong>
                   <span style=""font-size: 32px"">and <strong>hearing something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>seeing something</strong> and <strong>hearing something</strong>?</span></p>","58","","see something","hear something","cog","cog","50","","","","","",""
"","","","","","html-slider-response","24","2.0.0","209128","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_21","4536","<p style=""font-size: 32px;"">Consider these two events: <strong>jumping up and down</strong>
                   <span style=""font-size: 32px"">and <strong>feeling pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>jumping up and down</strong> and <strong>feeling pain</strong>?</span></p>","40","","jump up and down","feel pain","act","bio","50","","","","","",""
"","","","","","html-slider-response","25","2.0.0","214745","E808650537B54DC0A1F8C2756DEDFAF7","ef0c56d8-26ec-46a5-880b-c3818528c4da","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_22","5352","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling tired</strong>
                   <span style=""font-size: 32px"">and <strong>kicking something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling tired</strong> and <strong>kicking something</strong>?</span></p>","29","","feel tired","kick something","bio","act","50","","","","","",""
