"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","itemA","itemB","categoryA","categoryB","slider_start","correct","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.0.0","12","908F956A1AF447B28CB84B79027DCE4C","6ed86659-30ab-421f-a81e-a2ce02e62528","c72916f4-d2a6-4645-aec0-536d47cf012a","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.0.0","3036","908F956A1AF447B28CB84B79027DCE4C","6ed86659-30ab-421f-a81e-a2ce02e62528","c72916f4-d2a6-4645-aec0-536d47cf012a","consent","2765","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 8 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 8 minutes, your payment will amount to $2.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","",""
"","","","","","instructions","2","2.0.0","15253","908F956A1AF447B28CB84B79027DCE4C","6ed86659-30ab-421f-a81e-a2ce02e62528","c72916f4-d2a6-4645-aec0-536d47cf012a","","11960","","","[{""page_index"":0,""viewing_time"":11960}]","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.0.0","24676","908F956A1AF447B28CB84B79027DCE4C","6ed86659-30ab-421f-a81e-a2ce02e62528","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_1","9169","<p style=""font-size: 32px;"">Consider these two events: <strong>hearing something</strong>
                   <span style=""font-size: 32px"">and <strong>seeing something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>hearing something</strong> and <strong>seeing something</strong>?</span></p>","50","","hear something","see something","cog","cog","50","","","","","",""
"","","","","","html-slider-response","4","2.0.0","37852","908F956A1AF447B28CB84B79027DCE4C","6ed86659-30ab-421f-a81e-a2ce02e62528","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_2","12912","<p style=""font-size: 32px;"">Consider these two events: <strong>jumping up and down</strong>
                   <span style=""font-size: 32px"">and <strong>seeing something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>jumping up and down</strong> and <strong>seeing something</strong>?</span></p>","25","","jump up and down","see something","act","cog","50","","","","","",""
"","","","","","html-slider-response","5","2.0.0","43485","908F956A1AF447B28CB84B79027DCE4C","6ed86659-30ab-421f-a81e-a2ce02e62528","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_3","5372","<p style=""font-size: 32px;"">Consider these two events: <strong>kicking something</strong>
                   <span style=""font-size: 32px"">and <strong>remembering something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>kicking something</strong> and <strong>remembering something</strong>?</span></p>","0","","kick something","remember something","act","cog","50","","","","","",""
"","","","","","html-slider-response","6","2.0.0","57108","908F956A1AF447B28CB84B79027DCE4C","6ed86659-30ab-421f-a81e-a2ce02e62528","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_4","13367","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling pain</strong>
                   <span style=""font-size: 32px"">and <strong>choosing what to do</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling pain</strong> and <strong>choosing what to do</strong>?</span></p>","16","","feel pain","choose what to do","bio","cog","50","","","","","",""
"","","","","","html-slider-response","7","2.0.0","71396","908F956A1AF447B28CB84B79027DCE4C","6ed86659-30ab-421f-a81e-a2ce02e62528","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_5","14035","<p style=""font-size: 32px;"">Consider these two events: <strong>kicking something</strong>
                   <span style=""font-size: 32px"">and <strong>seeing something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>kicking something</strong> and <strong>seeing something</strong>?</span></p>","50","","kick something","see something","act","cog","50","","","","","",""
"","","","","","html-slider-response","8","2.0.0","79348","908F956A1AF447B28CB84B79027DCE4C","6ed86659-30ab-421f-a81e-a2ce02e62528","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_6","7692","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling scared</strong>
                   <span style=""font-size: 32px"">and <strong>jumping up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling scared</strong> and <strong>jumping up and down</strong>?</span></p>","25","","feel scared","jump up and down","bio","act","50","","","","","",""
"","","","","","html-slider-response","9","2.0.0","85292","908F956A1AF447B28CB84B79027DCE4C","6ed86659-30ab-421f-a81e-a2ce02e62528","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_7","5693","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling sick</strong>
                   <span style=""font-size: 32px"">and <strong>feeling hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling sick</strong> and <strong>feeling hungry</strong>?</span></p>","76","","feel sick","feel hungry","bio","bio","50","","","","","",""
