"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","itemA","itemB","categoryA","categoryB","slider_start","correct","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.0.0","15","BAF0B3F426FA4DA9BB8A71C7355CD652","03177238-38e1-46f1-adc1-8293853436c0","c72916f4-d2a6-4645-aec0-536d47cf012a","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.0.0","54655","BAF0B3F426FA4DA9BB8A71C7355CD652","03177238-38e1-46f1-adc1-8293853436c0","c72916f4-d2a6-4645-aec0-536d47cf012a","consent","54204","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 8 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 8 minutes, your payment will amount to $2.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","",""
"","","","","","instructions","2","2.0.0","57170","BAF0B3F426FA4DA9BB8A71C7355CD652","03177238-38e1-46f1-adc1-8293853436c0","c72916f4-d2a6-4645-aec0-536d47cf012a","","2254","","","[{""page_index"":0,""viewing_time"":2254}]","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.0.0","116651","BAF0B3F426FA4DA9BB8A71C7355CD652","03177238-38e1-46f1-adc1-8293853436c0","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_1","59227","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling hungry</strong>
                   <span style=""font-size: 32px"">and <strong>feeling pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling hungry</strong> and <strong>feeling pain</strong>?</span></p>","77","","feel hungry","feel pain","bio","bio","50","","","","","",""
"","","","","","html-slider-response","4","2.0.0","123737","BAF0B3F426FA4DA9BB8A71C7355CD652","03177238-38e1-46f1-adc1-8293853436c0","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_2","6822","<p style=""font-size: 32px;"">Consider these two events: <strong>sitting down</strong>
                   <span style=""font-size: 32px"">and <strong>feeling sick</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>sitting down</strong> and <strong>feeling sick</strong>?</span></p>","0","","sit down","feel sick","act","bio","50","","","","","",""
"","","","","","html-slider-response","5","2.0.0","131161","BAF0B3F426FA4DA9BB8A71C7355CD652","03177238-38e1-46f1-adc1-8293853436c0","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_3","7158","<p style=""font-size: 32px;"">Consider these two events: <strong>thinking about something</strong>
                   <span style=""font-size: 32px"">and <strong>feeling scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>thinking about something</strong> and <strong>feeling scared</strong>?</span></p>","62","","think about something","feel scared","cog","bio","50","","","","","",""
"","","","","","html-slider-response","6","2.0.0","136452","BAF0B3F426FA4DA9BB8A71C7355CD652","03177238-38e1-46f1-adc1-8293853436c0","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_4","5023","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling scared</strong>
                   <span style=""font-size: 32px"">and <strong>remembering something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling scared</strong> and <strong>remembering something</strong>?</span></p>","50","","feel scared","remember something","bio","cog","50","","","","","",""
"","","","","","html-slider-response","7","2.0.0","194380","BAF0B3F426FA4DA9BB8A71C7355CD652","03177238-38e1-46f1-adc1-8293853436c0","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_5","57673","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling pain</strong>
                   <span style=""font-size: 32px"">and <strong>sitting down</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling pain</strong> and <strong>sitting down</strong>?</span></p>","26","","feel pain","sit down","bio","act","50","","","","","",""
"","","","","","html-slider-response","8","2.0.0","201823","BAF0B3F426FA4DA9BB8A71C7355CD652","03177238-38e1-46f1-adc1-8293853436c0","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_6","7178","<p style=""font-size: 32px;"">Consider these two events: <strong>remembering something</strong>
                   <span style=""font-size: 32px"">and <strong>taking a walk</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>remembering something</strong> and <strong>taking a walk</strong>?</span></p>","73","","remember something","take a walk","cog","act","50","","","","","",""
"","","","","","html-slider-response","9","2.0.0","207813","BAF0B3F426FA4DA9BB8A71C7355CD652","03177238-38e1-46f1-adc1-8293853436c0","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_7","5736","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling scared</strong>
                   <span style=""font-size: 32px"">and <strong>thinking about something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling scared</strong> and <strong>thinking about something</strong>?</span></p>","63","","feel scared","think about something","bio","cog","50","","","","","",""
