"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","question_order","init_locations","moves","final_locations","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.0.0","621","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.0.0","119075","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","consent","118444","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 30 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 30 minutes, your payment will amount to $7.50.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","",""
"","","","","","instructions","2","2.0.0","151075","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","31997","","","[{""page_index"":0,""viewing_time"":31996}]","","","","","","","","",""
"","","","","","survey-slider","3","null","213570","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","62482","","{""Q0"":""75"",""Q1"":""76"",""Q2"":""73"",""Q3"":""99"",""Q4"":""73"",""Q5"":""74"",""Q6"":""75"",""Q7"":""75"",""Q8"":""75"",""Q9"":""75"",""Q10"":""100"",""Q11"":""100"",""Q12"":""100"",""Q13"":""75""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13]","","","","","","","",""
"","","","","","survey-slider","4","null","387771","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","174188.40000009537","","{""Q0"":""76"",""Q1"":""26"",""Q2"":""76"",""Q3"":""100"",""Q4"":""76"",""Q5"":""100"",""Q6"":""87"",""Q7"":""86"",""Q8"":""86"",""Q9"":""74"",""Q10"":""89"",""Q11"":""76"",""Q12"":""76"",""Q13"":""75""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13]","","","","","","","",""
"","","","","","survey-slider","5","null","489419","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","101631.09999990463","","{""Q0"":""90"",""Q1"":""67"",""Q2"":""62"",""Q3"":""34"",""Q4"":""75"",""Q5"":""75"",""Q6"":""85"",""Q7"":""70"",""Q8"":""53"",""Q9"":""61"",""Q10"":""100"",""Q11"":""77"",""Q12"":""100"",""Q13"":""100""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13]","","","","","","","",""
"","","","","","survey-slider","6","null","635474","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","146044.89999985695","","{""Q0"":""24"",""Q1"":""75"",""Q2"":""60"",""Q3"":""87"",""Q4"":""42"",""Q5"":""42"",""Q6"":""70"",""Q7"":""27"",""Q8"":""65"",""Q9"":""0"",""Q10"":""24"",""Q11"":""64"",""Q12"":""64"",""Q13"":""32"",""Q14"":""76""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","","","","","","","",""
"","","","","","survey-slider","7","null","678621","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","43135.700000047684","","{""Q0"":""75"",""Q1"":""77"",""Q2"":""81"",""Q3"":""77"",""Q4"":""76"",""Q5"":""83"",""Q6"":""75"",""Q7"":""76"",""Q8"":""75"",""Q9"":""75"",""Q10"":""75"",""Q11"":""75"",""Q12"":""76"",""Q13"":""78""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13]","","","","","","","",""
"","","","","","survey-slider","8","null","749631","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","71000.29999995232","","{""Q0"":""64"",""Q1"":""65"",""Q2"":""29"",""Q3"":""74"",""Q4"":""75"",""Q5"":""26"",""Q6"":""70"",""Q7"":""19"",""Q8"":""51"",""Q9"":""23"",""Q10"":""26"",""Q11"":""83"",""Q12"":""78"",""Q13"":""77""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13]","","","","","","","",""
"","","","","","survey-slider","9","null","1293603","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","543960.1999998093","","{""Q0"":""25"",""Q1"":""86"",""Q2"":""86"",""Q3"":""85"",""Q4"":""77"",""Q5"":""75"",""Q6"":""53"",""Q7"":""87"",""Q8"":""27"",""Q9"":""100"",""Q10"":""74"",""Q11"":""74"",""Q12"":""87"",""Q13"":""25"",""Q14"":""76""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","","","","","","","",""
