"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","similarity_itemA","selected_choice","correct_response_attn","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.0.0","12","80793A8EDFD643CB9326DF6B9CA4C99D","2cd8172d-bc40-4cfa-b541-14ec37225e76","6ff407c9-ec46-4f43-bd76-d89747851545","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.0.0","7914","80793A8EDFD643CB9326DF6B9CA4C99D","2cd8172d-bc40-4cfa-b541-14ec37225e76","6ff407c9-ec46-4f43-bd76-d89747851545","consent","7895","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 4 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 4 minutes, your payment will amount to $1.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","",""
"","","","","","instructions","2","2.0.0","17136","80793A8EDFD643CB9326DF6B9CA4C99D","2cd8172d-bc40-4cfa-b541-14ec37225e76","6ff407c9-ec46-4f43-bd76-d89747851545","","9218","","","[{""page_index"":0,""viewing_time"":9218}]","","","","","","","","","","",""
"","","","","","html-button-response","3","2.0.0","26696","80793A8EDFD643CB9326DF6B9CA4C99D","2cd8172d-bc40-4cfa-b541-14ec37225e76","6ff407c9-ec46-4f43-bd76-d89747851545","","9556","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>get tired</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","get tired","jump up and down","feel scared","<p style=""font-size: 20px;"">The ability to <strong>jump up and down</strong></p>","","","","","",""
"","","","","","html-button-response","4","2.0.0","30735","80793A8EDFD643CB9326DF6B9CA4C99D","2cd8172d-bc40-4cfa-b541-14ec37225e76","6ff407c9-ec46-4f43-bd76-d89747851545","","4033","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>feel scared</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","feel scared","see something","become hungry","<p style=""font-size: 20px;"">The ability to <strong>see something</strong></p>","","","","","",""
"","","","","","html-button-response","5","2.0.0","33154","80793A8EDFD643CB9326DF6B9CA4C99D","2cd8172d-bc40-4cfa-b541-14ec37225e76","6ff407c9-ec46-4f43-bd76-d89747851545","","2413","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>jump up and down</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","jump up and down","think about something","sit down","<p style=""font-size: 20px;"">The ability to <strong>sit down</strong></p>","","","","","",""
"","","","","","html-button-response","6","2.0.0","36044","80793A8EDFD643CB9326DF6B9CA4C99D","2cd8172d-bc40-4cfa-b541-14ec37225e76","6ff407c9-ec46-4f43-bd76-d89747851545","","2886","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>get sick</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","get sick","see something","get tired","<p style=""font-size: 20px;"">The ability to <strong>see something</strong></p>","","","","","",""
"","","","","","html-button-response","7","2.0.0","41640","80793A8EDFD643CB9326DF6B9CA4C99D","2cd8172d-bc40-4cfa-b541-14ec37225e76","6ff407c9-ec46-4f43-bd76-d89747851545","","5589","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>remember something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","remember something","take a walk","think about something","<p style=""font-size: 20px;"">The ability to <strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","8","2.0.0","44186","80793A8EDFD643CB9326DF6B9CA4C99D","2cd8172d-bc40-4cfa-b541-14ec37225e76","6ff407c9-ec46-4f43-bd76-d89747851545","","2540","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>see something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","see something","take a walk","hear something","<p style=""font-size: 20px;"">The ability to <strong>hear something</strong></p>","","","","","",""
"","","","","","html-button-response","9","2.0.0","46603","80793A8EDFD643CB9326DF6B9CA4C99D","2cd8172d-bc40-4cfa-b541-14ec37225e76","6ff407c9-ec46-4f43-bd76-d89747851545","","2412","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>take a walk</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","take a walk","think about something","jump up and down","<p style=""font-size: 20px;"">The ability to <strong>jump up and down</strong></p>","","","","","",""
