"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","init_locations","moves","final_locations","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","question_order","15","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.0.0","168","2839C30825B94A258F5BB5D25A7AD9BB","be94b4de-3baa-4b27-8ca0-253983010a06","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.0.0","10138","2839C30825B94A258F5BB5D25A7AD9BB","be94b4de-3baa-4b27-8ca0-253983010a06","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","consent","9969","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 30 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 30 minutes, your payment will amount to $7.50.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","2.0.0","16330","2839C30825B94A258F5BB5D25A7AD9BB","be94b4de-3baa-4b27-8ca0-253983010a06","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","6191","","","[{""page_index"":0,""viewing_time"":6191}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","2.0.0","39042","2839C30825B94A258F5BB5D25A7AD9BB","be94b4de-3baa-4b27-8ca0-253983010a06","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","22711","","","[{""page_index"":0,""viewing_time"":22711}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","video-button-response","4","2.0.0","64938","2839C30825B94A258F5BB5D25A7AD9BB","be94b4de-3baa-4b27-8ca0-253983010a06","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","example_videos","25894","[""video/example-video-circles.mp4""]","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","free-sort","5","2.0.1","183587","2839C30825B94A258F5BB5D25A7AD9BB","be94b4de-3baa-4b27-8ca0-253983010a06","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","118647","","","","[{""src"":""images/items-circles/img5.png"",""x"":610.4166666666667,""y"":0},{""src"":""images/items-circles/img4.png"",""x"":-60.41666666666666,""y"":550},{""src"":""images/items-circles/img2.png"",""x"":610.4166666666667,""y"":183.33333333333334},{""src"":""images/items-circles/img6.png"",""x"":-60.41666666666666,""y"":366.6666666666667},{""src"":""images/items-circles/img8.png"",""x"":610.4166666666667,""y"":366.6666666666667},{""src"":""images/items-circles/img14.png"",""x"":-60.41666666666666,""y"":183.33333333333334},{""src"":""images/items-circles/img1.png"",""x"":610.4166666666667,""y"":550},{""src"":""images/items-circles/img12.png"",""x"":-60.41666666666666,""y"":0},{""src"":""images/items-circles/img10.png"",""x"":793.75,""y"":0},{""src"":""images/items-circles/img9.png"",""x"":-243.75,""y"":550},{""src"":""images/items-circles/img15.png"",""x"":793.75,""y"":183.33333333333334},{""src"":""images/items-circles/img7.png"",""x"":-243.75,""y"":366.6666666666667},{""src"":""images/items-circles/img11.png"",""x"":793.75,""y"":366.6666666666667},{""src"":""images/items-circles/img13.png"",""x"":-243.75,""y"":183.33333333333334},{""src"":""images/items-circles/img3.png"",""x"":793.75,""y"":550}]","[{""src"":""images/items-circles/img14.png"",""x"":95,""y"":193},{""src"":""images/items-circles/img6.png"",""x"":246,""y"":492},{""src"":""images/items-circles/img5.png"",""x"":333,""y"":472},{""src"":""images/items-circles/img4.png"",""x"":219,""y"":417},{""src"":""images/items-circles/img3.png"",""x"":433,""y"":105},{""src"":""images/items-circles/img2.png"",""x"":68,""y"":315},{""src"":""images/items-circles/img14.png"",""x"":139,""y"":107},{""src"":""images/items-circles/img12.png"",""x"":85,""y"":164},{""src"":""images/items-circles/img13.png"",""x"":85,""y"":244},{""src"":""images/items-circles/img9.png"",""x"":490,""y"":334},{""src"":""images/items-circles/img8.png"",""x"":414,""y"":288},{""src"":""images/items-circles/img1.png"",""x"":296,""y"":176},{""src"":""images/items-circles/img11.png"",""x"":481,""y"":397},{""src"":""images/items-circles/img11.png"",""x"":486,""y"":370},{""src"":""images/items-circles/img15.png"",""x"":175,""y"":496},{""src"":""images/items-circles/img4.png"",""x"":242,""y"":411},{""src"":""images/items-circles/img10.png"",""x"":388,""y"":310},{""src"":""images/items-circles/img7.png"",""x"":300,""y"":42},{""src"":""images/items-circles/img10.png"",""x"":386,""y"":309},{""src"":""images/items-circles/img11.png"",""x"":485,""y"":387},{""src"":""images/items-circles/img10.png"",""x"":414,""y"":339},{""src"":""images/items-circles/img11.png"",""x"":453,""y"":365},{""src"":""images/items-circles/img10.png"",""x"":413,""y"":346},{""src"":""images/items-circles/img8.png"",""x"":446,""y"":301},{""src"":""images/items-circles/img4.png"",""x"":289,""y"":430},{""src"":""images/items-circles/img6.png"",""x"":294,""y"":499},{""src"":""images/items-circles/img15.png"",""x"":234,""y"":533},{""src"":""images/items-circles/img13.png"",""x"":137,""y"":314},{""src"":""images/items-circles/img12.png"",""x"":103,""y"":257},{""src"":""images/items-circles/img14.png"",""x"":109,""y"":198},{""src"":""images/items-circles/img3.png"",""x"":458,""y"":165},{""src"":""images/items-circles/img3.png"",""x"":545,""y"":267},{""src"":""images/items-circles/img1.png"",""x"":292,""y"":222},{""src"":""images/items-circles/img7.png"",""x"":293,""y"":86},{""src"":""images/items-circles/img7.png"",""x"":166,""y"":486},{""src"":""images/items-circles/img1.png"",""x"":176,""y"":247}]","[{""src"":""images/items-circles/img5.png"",""x"":333,""y"":472},{""src"":""images/items-circles/img4.png"",""x"":289,""y"":430},{""src"":""images/items-circles/img2.png"",""x"":68,""y"":315},{""src"":""images/items-circles/img6.png"",""x"":294,""y"":499},{""src"":""images/items-circles/img8.png"",""x"":446,""y"":301},{""src"":""images/items-circles/img14.png"",""x"":109,""y"":198},{""src"":""images/items-circles/img1.png"",""x"":176,""y"":247},{""src"":""images/items-circles/img12.png"",""x"":103,""y"":257},{""src"":""images/items-circles/img10.png"",""x"":413,""y"":346},{""src"":""images/items-circles/img9.png"",""x"":490,""y"":334},{""src"":""images/items-circles/img15.png"",""x"":234,""y"":533},{""src"":""images/items-circles/img7.png"",""x"":166,""y"":486},{""src"":""images/items-circles/img11.png"",""x"":453,""y"":365},{""src"":""images/items-circles/img13.png"",""x"":137,""y"":314},{""src"":""images/items-circles/img3.png"",""x"":545,""y"":267}]","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","2.0.0","194882","2839C30825B94A258F5BB5D25A7AD9BB","be94b4de-3baa-4b27-8ca0-253983010a06","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","11294","","","[{""page_index"":0,""viewing_time"":11294}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-slider","7","null","252548","2839C30825B94A258F5BB5D25A7AD9BB","be94b4de-3baa-4b27-8ca0-253983010a06","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","57660.5","","{""Q0"":""17"",""Q1"":""10"",""Q2"":""75"",""Q3"":""16"",""Q4"":""57"",""Q5"":""72"",""Q6"":""38"",""Q7"":""100"",""Q8"":""86"",""Q9"":""17"",""Q10"":""57"",""Q11"":""83"",""Q12"":""58"",""Q13"":""3"",""Q14"":""4""}","","","","","{""itemA"":""kick something"",""itemB"":""become hungry"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""reach for something"",""itemB"":""become hungry"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""become hungry"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""experience pain"",""itemB"":""become hungry"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""remember something"",""itemB"":""become hungry"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""become hungry"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""become hungry"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""become hungry"",""itemB"":""become hungry"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""think about something"",""itemB"":""become hungry"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""sit down"",""itemB"":""become hungry"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""choose what to do"",""itemB"":""become hungry"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""become hungry"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get tired"",""itemB"":""become hungry"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get sick"",""itemB"":""become hungry"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""become hungry"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","","","","","",""
"","","","","","survey-slider","8","null","292003","2839C30825B94A258F5BB5D25A7AD9BB","be94b4de-3baa-4b27-8ca0-253983010a06","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","39451.59999996424","","{""Q0"":""11"",""Q1"":""2"",""Q2"":""24"",""Q3"":""4"",""Q4"":""57"",""Q5"":""62"",""Q6"":""28"",""Q7"":""68"",""Q8"":""2"",""Q9"":""100"",""Q10"":""66"",""Q11"":""1"",""Q12"":""15"",""Q13"":""91"",""Q14"":""21""}","","","","","{""itemA"":""become hungry"",""itemB"":""take a walk"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get sick"",""itemB"":""take a walk"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""take a walk"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get tired"",""itemB"":""take a walk"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""take a walk"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""think about something"",""itemB"":""take a walk"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""take a walk"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""remember something"",""itemB"":""take a walk"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""sit down"",""itemB"":""take a walk"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""take a walk"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""reach for something"",""itemB"":""take a walk"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""experience pain"",""itemB"":""take a walk"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""take a walk"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""choose what to do"",""itemB"":""take a walk"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""take a walk"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","","","","","",""
"","","","","","survey-slider","9","null","331035","2839C30825B94A258F5BB5D25A7AD9BB","be94b4de-3baa-4b27-8ca0-253983010a06","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","39028.39999997616","","{""Q0"":""61"",""Q1"":""17"",""Q2"":""96"",""Q3"":""92"",""Q4"":""31"",""Q5"":""36"",""Q6"":""62"",""Q7"":""78"",""Q8"":""68"",""Q9"":""74"",""Q10"":""100"",""Q11"":""31"",""Q12"":""100"",""Q13"":""76"",""Q14"":""34""}","","","","","{""itemA"":""hear something"",""itemB"":""get tired"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""become hungry"",""itemB"":""get tired"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""get tired"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""get tired"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""get tired"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""get tired"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""experience pain"",""itemB"":""get tired"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""get tired"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""reach for something"",""itemB"":""get tired"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""think about something"",""itemB"":""get tired"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get tired"",""itemB"":""get tired"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""choose what to do"",""itemB"":""get tired"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get sick"",""itemB"":""get tired"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""sit down"",""itemB"":""get tired"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""remember something"",""itemB"":""get tired"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","","","","","",""
