"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","init_locations","moves","final_locations","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","question_order","15","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.0.0","1348","1A81D156345A4E789A038474BEA4CDD0","2305b8df-4182-4517-9f41-ec67c66e5c9d","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.0.0","27711","1A81D156345A4E789A038474BEA4CDD0","2305b8df-4182-4517-9f41-ec67c66e5c9d","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","consent","26362","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 30 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 30 minutes, your payment will amount to $7.50.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","2.0.0","30806","1A81D156345A4E789A038474BEA4CDD0","2305b8df-4182-4517-9f41-ec67c66e5c9d","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","3094","","","[{""page_index"":0,""viewing_time"":3094}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","2.0.0","36634","1A81D156345A4E789A038474BEA4CDD0","2305b8df-4182-4517-9f41-ec67c66e5c9d","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","5827","","","[{""page_index"":0,""viewing_time"":5827}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","video-button-response","4","2.0.0","139459","1A81D156345A4E789A038474BEA4CDD0","2305b8df-4182-4517-9f41-ec67c66e5c9d","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","example_videos","102823","[""video/example-video-circles.mp4""]","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","free-sort","5","2.0.1","239455","1A81D156345A4E789A038474BEA4CDD0","2305b8df-4182-4517-9f41-ec67c66e5c9d","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","99995","","","","[{""src"":""images/items-circles/img15.png"",""x"":610.4166666666667,""y"":0},{""src"":""images/items-circles/img2.png"",""x"":-60.41666666666666,""y"":550},{""src"":""images/items-circles/img10.png"",""x"":610.4166666666667,""y"":183.33333333333334},{""src"":""images/items-circles/img7.png"",""x"":-60.41666666666666,""y"":366.6666666666667},{""src"":""images/items-circles/img3.png"",""x"":610.4166666666667,""y"":366.6666666666667},{""src"":""images/items-circles/img9.png"",""x"":-60.41666666666666,""y"":183.33333333333334},{""src"":""images/items-circles/img8.png"",""x"":610.4166666666667,""y"":550},{""src"":""images/items-circles/img14.png"",""x"":-60.41666666666666,""y"":0},{""src"":""images/items-circles/img5.png"",""x"":793.75,""y"":0},{""src"":""images/items-circles/img13.png"",""x"":-243.75,""y"":550},{""src"":""images/items-circles/img11.png"",""x"":793.75,""y"":183.33333333333334},{""src"":""images/items-circles/img6.png"",""x"":-243.75,""y"":366.6666666666667},{""src"":""images/items-circles/img1.png"",""x"":793.75,""y"":366.6666666666667},{""src"":""images/items-circles/img12.png"",""x"":-243.75,""y"":183.33333333333334},{""src"":""images/items-circles/img4.png"",""x"":793.75,""y"":550}]","[{""src"":""images/items-circles/img12.png"",""x"":98,""y"":105},{""src"":""images/items-circles/img14.png"",""x"":159,""y"":93},{""src"":""images/items-circles/img5.png"",""x"":493,""y"":358},{""src"":""images/items-circles/img10.png"",""x"":394,""y"":166},{""src"":""images/items-circles/img11.png"",""x"":54,""y"":237},{""src"":""images/items-circles/img9.png"",""x"":96,""y"":262},{""src"":""images/items-circles/img10.png"",""x"":423,""y"":71},{""src"":""images/items-circles/img8.png"",""x"":391,""y"":418},{""src"":""images/items-circles/img10.png"",""x"":332,""y"":458},{""src"":""images/items-circles/img4.png"",""x"":455,""y"":204},{""src"":""images/items-circles/img5.png"",""x"":472,""y"":321},{""src"":""images/items-circles/img5.png"",""x"":658,""y"":600},{""src"":""images/items-circles/img5.png"",""x"":496,""y"":237},{""src"":""images/items-circles/img8.png"",""x"":413,""y"":489},{""src"":""images/items-circles/img10.png"",""x"":349,""y"":479},{""src"":""images/items-circles/img8.png"",""x"":410,""y"":470},{""src"":""images/items-circles/img6.png"",""x"":147,""y"":415},{""src"":""images/items-circles/img15.png"",""x"":209,""y"":391},{""src"":""images/items-circles/img3.png"",""x"":441,""y"":284},{""src"":""images/items-circles/img7.png"",""x"":197,""y"":450},{""src"":""images/items-circles/img2.png"",""x"":313,""y"":146},{""src"":""images/items-circles/img13.png"",""x"":287,""y"":210},{""src"":""images/items-circles/img1.png"",""x"":46,""y"":260}]","[{""src"":""images/items-circles/img15.png"",""x"":209,""y"":390},{""src"":""images/items-circles/img2.png"",""x"":313,""y"":146},{""src"":""images/items-circles/img10.png"",""x"":349,""y"":478},{""src"":""images/items-circles/img7.png"",""x"":196,""y"":449},{""src"":""images/items-circles/img3.png"",""x"":441,""y"":283},{""src"":""images/items-circles/img9.png"",""x"":96,""y"":262},{""src"":""images/items-circles/img8.png"",""x"":410,""y"":470},{""src"":""images/items-circles/img14.png"",""x"":159,""y"":92},{""src"":""images/items-circles/img5.png"",""x"":496,""y"":237},{""src"":""images/items-circles/img13.png"",""x"":286,""y"":210},{""src"":""images/items-circles/img11.png"",""x"":54,""y"":237},{""src"":""images/items-circles/img6.png"",""x"":147,""y"":415},{""src"":""images/items-circles/img1.png"",""x"":45,""y"":259},{""src"":""images/items-circles/img12.png"",""x"":98,""y"":105},{""src"":""images/items-circles/img4.png"",""x"":455,""y"":204}]","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","2.0.0","240949","1A81D156345A4E789A038474BEA4CDD0","2305b8df-4182-4517-9f41-ec67c66e5c9d","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","1492","","","[{""page_index"":0,""viewing_time"":1492}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-slider","7","null","299040","1A81D156345A4E789A038474BEA4CDD0","2305b8df-4182-4517-9f41-ec67c66e5c9d","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","58087.39999999851","","{""Q0"":""27"",""Q1"":""58"",""Q2"":""100"",""Q3"":""0"",""Q4"":""79"",""Q5"":""74"",""Q6"":""100"",""Q7"":""100"",""Q8"":""100"",""Q9"":""60"",""Q10"":""37"",""Q11"":""35"",""Q12"":""100"",""Q13"":""0"",""Q14"":""63""}","","","","","{""itemA"":""feel scared"",""itemB"":""get tired"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""experience pain"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""remember something"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""become hungry"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""take a walk"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""see something"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""feel scared"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""think about something"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""hear something"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""kick something"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""sit down"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""reach for something"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""choose what to do"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""jump up and down"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""get sick"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","","","","","",""
"","","","","","survey-slider","8","null","350469","1A81D156345A4E789A038474BEA4CDD0","2305b8df-4182-4517-9f41-ec67c66e5c9d","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","51426.40000000037","","{""Q0"":""100"",""Q1"":""100"",""Q2"":""100"",""Q3"":""100"",""Q4"":""100"",""Q5"":""100"",""Q6"":""100"",""Q7"":""100"",""Q8"":""100"",""Q9"":""100"",""Q10"":""100"",""Q11"":""75"",""Q12"":""100"",""Q13"":""75"",""Q14"":""100""}","","","","","{""itemA"":""see something"",""itemB"":""hear something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""jump up and down"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""sit down"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""think about something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""take a walk"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""get tired"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""become hungry"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""see something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""feel scared"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""choose what to do"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""reach for something"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""kick something"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""remember something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""experience pain"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""get sick"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","","","","","",""
"","","","","","survey-slider","9","null","425974","1A81D156345A4E789A038474BEA4CDD0","2305b8df-4182-4517-9f41-ec67c66e5c9d","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","75502","","{""Q0"":""100"",""Q1"":""100"",""Q2"":""62"",""Q3"":""100"",""Q4"":""100"",""Q5"":""62"",""Q6"":""61"",""Q7"":""65"",""Q8"":""86"",""Q9"":""100"",""Q10"":""100"",""Q11"":""25"",""Q12"":""25"",""Q13"":""72"",""Q14"":""77""}","","","","","{""itemA"":""jump up and down"",""itemB"":""get sick"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""hear something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""choose what to do"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""get tired"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""see something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""kick something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""remember something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""take a walk"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""jump up and down"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""think about something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""feel scared"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""reach for something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""sit down"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""become hungry"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""experience pain"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","","","","","",""
