"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","init_locations","moves","final_locations","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","question_order","15","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.0.0","476","746439A1D93B4C738345602E74D32971","480bc914-83db-4d87-91ef-287bb05241af","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.0.0","13056","746439A1D93B4C738345602E74D32971","480bc914-83db-4d87-91ef-287bb05241af","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","consent","12579","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 30 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 30 minutes, your payment will amount to $7.50.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","2.0.0","16750","746439A1D93B4C738345602E74D32971","480bc914-83db-4d87-91ef-287bb05241af","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","3694","","","[{""page_index"":0,""viewing_time"":3694}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","2.0.0","61073","746439A1D93B4C738345602E74D32971","480bc914-83db-4d87-91ef-287bb05241af","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","44323","","","[{""page_index"":0,""viewing_time"":44323}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","video-button-response","4","2.0.0","85938","746439A1D93B4C738345602E74D32971","480bc914-83db-4d87-91ef-287bb05241af","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","example_videos","24864","[""video/example-video-circles.mp4""]","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","free-sort","5","2.0.1","144888","746439A1D93B4C738345602E74D32971","480bc914-83db-4d87-91ef-287bb05241af","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","58948","","","","[{""src"":""images/items-circles/img10.png"",""x"":610.4166666666667,""y"":0},{""src"":""images/items-circles/img8.png"",""x"":-60.41666666666666,""y"":550},{""src"":""images/items-circles/img3.png"",""x"":610.4166666666667,""y"":183.33333333333334},{""src"":""images/items-circles/img11.png"",""x"":-60.41666666666666,""y"":366.6666666666667},{""src"":""images/items-circles/img5.png"",""x"":610.4166666666667,""y"":366.6666666666667},{""src"":""images/items-circles/img1.png"",""x"":-60.41666666666666,""y"":183.33333333333334},{""src"":""images/items-circles/img15.png"",""x"":610.4166666666667,""y"":550},{""src"":""images/items-circles/img12.png"",""x"":-60.41666666666666,""y"":0},{""src"":""images/items-circles/img7.png"",""x"":793.75,""y"":0},{""src"":""images/items-circles/img13.png"",""x"":-243.75,""y"":550},{""src"":""images/items-circles/img4.png"",""x"":793.75,""y"":183.33333333333334},{""src"":""images/items-circles/img2.png"",""x"":-243.75,""y"":366.6666666666667},{""src"":""images/items-circles/img6.png"",""x"":793.75,""y"":366.6666666666667},{""src"":""images/items-circles/img14.png"",""x"":-243.75,""y"":183.33333333333334},{""src"":""images/items-circles/img9.png"",""x"":793.75,""y"":550}]","[{""src"":""images/items-circles/img4.png"",""x"":390,""y"":224},{""src"":""images/items-circles/img4.png"",""x"":471,""y"":185},{""src"":""images/items-circles/img5.png"",""x"":466,""y"":227},{""src"":""images/items-circles/img7.png"",""x"":450,""y"":174},{""src"":""images/items-circles/img3.png"",""x"":419,""y"":369},{""src"":""images/items-circles/img6.png"",""x"":456,""y"":399},{""src"":""images/items-circles/img4.png"",""x"":497,""y"":186},{""src"":""images/items-circles/img9.png"",""x"":293,""y"":509},{""src"":""images/items-circles/img8.png"",""x"":-92,""y"":546},{""src"":""images/items-circles/img11.png"",""x"":256,""y"":506},{""src"":""images/items-circles/img8.png"",""x"":120,""y"":456},{""src"":""images/items-circles/img10.png"",""x"":99,""y"":430},{""src"":""images/items-circles/img1.png"",""x"":294,""y"":482},{""src"":""images/items-circles/img14.png"",""x"":102,""y"":157},{""src"":""images/items-circles/img12.png"",""x"":111,""y"":174},{""src"":""images/items-circles/img2.png"",""x"":125,""y"":186},{""src"":""images/items-circles/img13.png"",""x"":106,""y"":199},{""src"":""images/items-circles/img15.png"",""x"":118,""y"":210}]","[{""src"":""images/items-circles/img10.png"",""x"":98,""y"":430},{""src"":""images/items-circles/img8.png"",""x"":120,""y"":456},{""src"":""images/items-circles/img3.png"",""x"":418,""y"":369},{""src"":""images/items-circles/img11.png"",""x"":256,""y"":505},{""src"":""images/items-circles/img5.png"",""x"":466,""y"":227},{""src"":""images/items-circles/img1.png"",""x"":293,""y"":481},{""src"":""images/items-circles/img15.png"",""x"":117,""y"":210},{""src"":""images/items-circles/img12.png"",""x"":111,""y"":173},{""src"":""images/items-circles/img7.png"",""x"":450,""y"":173},{""src"":""images/items-circles/img13.png"",""x"":106,""y"":198},{""src"":""images/items-circles/img4.png"",""x"":497,""y"":186},{""src"":""images/items-circles/img2.png"",""x"":124,""y"":185},{""src"":""images/items-circles/img6.png"",""x"":456,""y"":399},{""src"":""images/items-circles/img14.png"",""x"":102,""y"":156},{""src"":""images/items-circles/img9.png"",""x"":292,""y"":508}]","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","2.0.0","151657","746439A1D93B4C738345602E74D32971","480bc914-83db-4d87-91ef-287bb05241af","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","6769","","","[{""page_index"":0,""viewing_time"":6769}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-slider","7","null","203030","746439A1D93B4C738345602E74D32971","480bc914-83db-4d87-91ef-287bb05241af","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","51370.90000000596","","{""Q0"":""26"",""Q1"":""25"",""Q2"":""70"",""Q3"":""68"",""Q4"":""30"",""Q5"":""71"",""Q6"":""73"",""Q7"":""97"",""Q8"":""96"",""Q9"":""70"",""Q10"":""75"",""Q11"":""24"",""Q12"":""97"",""Q13"":""99"",""Q14"":""94""}","","","","","{""itemA"":""take a walk"",""itemB"":""get sick"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""jump up and down"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""hear something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""think about something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""reach for something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""remember something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""experience pain"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""get tired"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""see something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""choose what to do"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""feel scared"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""kick something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""sit down"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""take a walk"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""become hungry"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","","","","","",""
"","","","","","survey-slider","8","null","262678","746439A1D93B4C738345602E74D32971","480bc914-83db-4d87-91ef-287bb05241af","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","59645.5","","{""Q0"":""98"",""Q1"":""76"",""Q2"":""71"",""Q3"":""96"",""Q4"":""74"",""Q5"":""94"",""Q6"":""27"",""Q7"":""74"",""Q8"":""71"",""Q9"":""95"",""Q10"":""28"",""Q11"":""96"",""Q12"":""99"",""Q13"":""29"",""Q14"":""72""}","","","","","{""itemA"":""hear something"",""itemB"":""choose what to do"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""become hungry"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""reach for something"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""hear something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""sit down"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""jump up and down"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""get tired"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""think about something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""take a walk"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""feel scared"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""get sick"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""experience pain"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""remember something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""kick something"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""see something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","","","","","",""
"","","","","","survey-slider","9","null","300813","746439A1D93B4C738345602E74D32971","480bc914-83db-4d87-91ef-287bb05241af","c9908d3c-c6c0-4ff0-8197-ad6b853728e6","","38133","","{""Q0"":""100"",""Q1"":""29"",""Q2"":""74"",""Q3"":""27"",""Q4"":""27"",""Q5"":""28"",""Q6"":""100"",""Q7"":""29"",""Q8"":""29"",""Q9"":""75"",""Q10"":""28"",""Q11"":""5"",""Q12"":""77"",""Q13"":""25"",""Q14"":""96""}","","","","","{""itemA"":""kick something"",""itemB"":""kick something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""become hungry"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""see something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""think about something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""take a walk"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""choose what to do"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""experience pain"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""remember something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""sit down"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""get tired"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""feel scared"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""get sick"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""jump up and down"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""reach for something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""hear something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","","","","","",""
