"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","causal_itemA","similarity_itemA","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.0.0","10","1DDDCB9A54BA4567BC6B38C56C0F8548","989c6f90-4f8c-448e-b60f-971b18e04ada","6ff407c9-ec46-4f43-bd76-d89747851545","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.0.0","89741","1DDDCB9A54BA4567BC6B38C56C0F8548","989c6f90-4f8c-448e-b60f-971b18e04ada","6ff407c9-ec46-4f43-bd76-d89747851545","consent","89727","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 4 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 4 minutes, your payment will amount to $1.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","",""
"","","","","","instructions","2","2.0.0","112256","1DDDCB9A54BA4567BC6B38C56C0F8548","989c6f90-4f8c-448e-b60f-971b18e04ada","6ff407c9-ec46-4f43-bd76-d89747851545","","22514","","","[{""page_index"":0,""viewing_time"":22514}]","","","","","","","","","","",""
"","","","","","html-button-response","3","2.0.0","118164","1DDDCB9A54BA4567BC6B38C56C0F8548","989c6f90-4f8c-448e-b60f-971b18e04ada","6ff407c9-ec46-4f43-bd76-d89747851545","","5906","<p style=""font-size: 25px;"">For this question, please select ""I would make them <strong>""choose what to do""</strong>""</p>","0","","attention_check","choose what to do","I would make them choose what to do","","","","","","","",""
"","","","","","html-button-response","4","2.0.0","123892","1DDDCB9A54BA4567BC6B38C56C0F8548","989c6f90-4f8c-448e-b60f-971b18e04ada","6ff407c9-ec46-4f43-bd76-d89747851545","","5727","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>remember something</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>","remember something","take a walk","think about something","","","","",""
"","","","","","html-button-response","5","2.0.0","129860","1DDDCB9A54BA4567BC6B38C56C0F8548","989c6f90-4f8c-448e-b60f-971b18e04ada","6ff407c9-ec46-4f43-bd76-d89747851545","","5966","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>take a walk</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>","take a walk","think about something","jump up and down","","","","",""
"","","","","","html-button-response","6","2.0.0","133273","1DDDCB9A54BA4567BC6B38C56C0F8548","989c6f90-4f8c-448e-b60f-971b18e04ada","6ff407c9-ec46-4f43-bd76-d89747851545","","3412","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>see something</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>","see something","take a walk","hear something","","","","",""
"","","","","","html-button-response","7","2.0.0","138336","1DDDCB9A54BA4567BC6B38C56C0F8548","989c6f90-4f8c-448e-b60f-971b18e04ada","6ff407c9-ec46-4f43-bd76-d89747851545","","5062","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>kick something</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>","kick something","think about something","jump up and down","","","","",""
"","","","","","html-button-response","8","2.0.0","144060","1DDDCB9A54BA4567BC6B38C56C0F8548","989c6f90-4f8c-448e-b60f-971b18e04ada","6ff407c9-ec46-4f43-bd76-d89747851545","","5722","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>hear something</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>","hear something","take a walk","see something","","","","",""
"","","","","","html-button-response","9","2.0.0","147216","1DDDCB9A54BA4567BC6B38C56C0F8548","989c6f90-4f8c-448e-b60f-971b18e04ada","6ff407c9-ec46-4f43-bd76-d89747851545","","3155","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>get tired</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>jump up and down</strong></p>","get tired","jump up and down","feel scared","","","","",""
"","","","","","html-button-response","10","2.0.0","150388","1DDDCB9A54BA4567BC6B38C56C0F8548","989c6f90-4f8c-448e-b60f-971b18e04ada","6ff407c9-ec46-4f43-bd76-d89747851545","","3171","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>sit down</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>experience pain</strong></p>","sit down","experience pain","jump up and down","","","","",""
"","","","","","html-button-response","11","2.0.0","155040","1DDDCB9A54BA4567BC6B38C56C0F8548","989c6f90-4f8c-448e-b60f-971b18e04ada","6ff407c9-ec46-4f43-bd76-d89747851545","","4650","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>jump up and down</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>","jump up and down","think about something","sit down","","","","",""
"","","","","","html-button-response","12","2.0.0","174359","1DDDCB9A54BA4567BC6B38C56C0F8548","989c6f90-4f8c-448e-b60f-971b18e04ada","6ff407c9-ec46-4f43-bd76-d89747851545","","19318","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>feel scared</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>see something</strong></p>","feel scared","see something","become hungry","","","","",""
